"question_number","question","option","is_correct","image_link"
304,"Ab welchem Alter darf man in Bayern bei Kommunalwahlen wählen?",20,"No",
305,"Welche Farben hat die Landesflagge von Bayern?","weiß-blau","Yes",
305,"Welche Farben hat die Landesflagge von Bayern?","blau-weiß-rot","No",
305,"Welche Farben hat die Landesflagge von Bayern?","grün-weiß-rot","No",
305,"Welche Farben hat die Landesflagge von Bayern?","schwarz-gelb","No",
306,"Wo können Sie sich in Bayern über politische Themen informieren?","bei der Landeszentrale für politische Bildung","Yes",
306,"Wo können Sie sich in Bayern über politische Themen informieren?","beim Ordnungsamt der Gemeinde","No",
306,"Wo können Sie sich in Bayern über politische Themen informieren?","bei der Verbraucherzentrale","No",
306,"Wo können Sie sich in Bayern über politische Themen informieren?","bei den Kirchen","No",
307,"Die Landeshauptstadt von Bayern heißt ...","München","Yes",
307,"Die Landeshauptstadt von Bayern heißt ...","Ingolstadt","No",
307,"Die Landeshauptstadt von Bayern heißt ...","Regensburg","No",
307,"Die Landeshauptstadt von Bayern heißt ...","Nürnberg","No",
308,"Welches Bundesland ist Bayern?",4,"Yes",
308,"Welches Bundesland ist Bayern?",1,"No",
308,"Welches Bundesland ist Bayern?",2,"No",
308,"Welches Bundesland ist Bayern?",3,"No",
309,"Wie nennt man den Regierungschef / die Regierungschefin in Bayern?","Ministerpräsident / Ministerpräsidentin","Yes",
309,"Wie nennt man den Regierungschef / die Regierungschefin in Bayern?","Erster Minister / Erste Ministerin","No",
309,"Wie nennt man den Regierungschef / die Regierungschefin in Bayern?","Premierminister / Premierministerin","No",
309,"Wie nennt man den Regierungschef / die Regierungschefin in Bayern?","Bürgermeister / Bürgermeisterin","No",
310,"Welchen Minister / welche Ministerin hat Bayern nicht?","Außenminister / Außenministerin","Yes",
310,"Welchen Minister / welche Ministerin hat Bayern nicht?","Justizminister / Justizministerin","No",
310,"Welchen Minister / welche Ministerin hat Bayern nicht?","Finanzminister / Finanzministerin","No",
310,"Welchen Minister / welche Ministerin hat Bayern nicht?","Innenminister / Innenministerin","No",
